Manufacturer name;Manufacturer part number;PAR part number;Product name;Vendor account;Last receipt date
RAF ELECTRONIC HARDWARE;4542-632-S-12;874006412;Standoff Hex Stl 6-32 X 1.00;;
SIMCONA;4560072;850008704;Bag-Trans 16x12 Stat Barr.;HAR22;5/12/2020
SIMCONA;4560075;850008706;Bag-Trans 18x15 Stat Barr.;HAR22;12/8/2022
SIMCONA;4560224;850008702;Bag-Trans 6x4 Stat Barr.;;
SIMCONA;4560225;850008701;Bag-Trans 12x10 Stat Barr;;
SIMCONA;4560743;850008707;Bag-Static 8 X 12;;
HARD TO FIND INTERNATIONAL;4610-1NR;980022619;Ibm Receipt Printer;CUS10;12/3/2019
HARD TO FIND INTERNATIONAL;4610-1NR;980022619;Ibm Receipt Printer;HAR23;12/28/2022
Custom Business Solutions;4611-846-4865;980022630;Ibm Cd Till;CUS10;5/31/2022
YC CABLE (EAST) INC;466002811;466002811;Power Cord - 10 foot - US Plug;CDW01;9/17/2021
YC CABLE (EAST) INC;466002811;466002811;Power Cord - 10 foot - US Plug;PTCB;2/21/2022
YC CABLE (EAST) INC;466002811;466002811;Power Cord - 10 foot - US Plug;SYN10;3/25/2020
SIMCONA;467008901;467008901;Cat5e Bulk Cable 1000';;
legrand;467010911;467010911;VGA Video Splitter Cable;CAB02;4/6/2021
legrand;467010911;467010911;VGA Video Splitter Cable;PTCB;2/21/2022
GLOBAL INTERCONNECT;467011801;467011801;C/A-Cat5e Patch Cord 1.5 Ft;CAB02;3/3/2023
GLOBAL INTERCONNECT;467011801;467011801;C/A-Cat5e Patch Cord 1.5 Ft;PTCB;2/21/2022
GLOBAL INTERCONNECT;467011801;467011801;C/A-Cat5e Patch Cord 1.5 Ft;YCC01;2/22/2023
YC CABLE;467011801;467011801;C/A-Cat5e Patch Cord 1.5 Ft;CAB02;3/3/2023
YC CABLE;467011801;467011801;C/A-Cat5e Patch Cord 1.5 Ft;PTCB;2/21/2022
YC CABLE;467011801;467011801;C/A-Cat5e Patch Cord 1.5 Ft;YCC01;2/22/2023
YC CABLE (EAST) INC;467011801-L;467011801;C/A-Cat5e Patch Cord 1.5 Ft;CAB02;3/3/2023
YC CABLE (EAST) INC;467011801-L;467011801;C/A-Cat5e Patch Cord 1.5 Ft;PTCB;2/21/2022
YC CABLE (EAST) INC;467011801-L;467011801;C/A-Cat5e Patch Cord 1.5 Ft;YCC01;2/22/2023
YC CABLE;467011804;467012101;1000 Foot Spool - Cat5e Network Cable;PTCB;2/21/2022
YC CABLE;467011804;467012101;1000 Foot Spool - Cat5e Network Cable;SIM01;3/16/2023
GLOBAL INTERCONNECT;467013004;467013004;"C/A-Lcd/Dat (Lvds) 3""";;
legrand;467013004;467013004;"C/A-Lcd/Dat (Lvds) 3""";;
legrand;467018202;467018202;Y Cable Db9-F/Minidin/Rj12;;
GLOBAL INTERCONNECT;467018202;467018202;Y Cable Db9-F/Minidin/Rj12;;
NS-TECH;467018202;467018202;Y Cable Db9-F/Minidin/Rj12;;
NS-TECH;467018204;467018204;Y Cable Db9-F/Mdin/Rj12 100ft;;
legrand;467018204;467018204;Y Cable Db9-F/Mdin/Rj12 100ft;;
GLOBAL INTERCONNECT;467023701;467023701;"C/A Usb To 5pin 1.25mm 14""";;
GLOBAL INTERCONNECT;467023702;467023702;"C/A Usb To 5pin 1.25mm 10""";;
Shenzhen NS-Tech Co., Ltd.;467023702;467023702;"C/A Usb To 5pin 1.25mm 10""";;
GLOBAL INTERCONNECT;467026702;467026702;Molded Snap Clip Sata 22 Pin;;
YC CABLE (EAST) INC;467026901-L;467026901;Cat 5e Patch Cable (Green) - 1 foot;CAB02;6/23/2022
YC CABLE (EAST) INC;467026901-L;467026901;Cat 5e Patch Cable (Green) - 1 foot;YCC01;4/15/2022
YC CABLE (EAST) INC;467026903-L;467026903;"C/A Cat5e Patch Green 36""";CAB02;2/21/2023
YC CABLE (EAST) INC;467026903-L;467026903;"C/A Cat5e Patch Green 36""";YCC01;4/28/2022
YC CABLE (EAST) INC;467026906-L;467026906;"C/A Cat5e Patch Ylw 36""";CAB02;7/12/2022
YC CABLE (EAST) INC;467026906-L;467026906;"C/A Cat5e Patch Ylw 36""";YCC01;6/1/2022
YC CABLE;467026907-L;467026907;C/A Cat5e Patch Ylw 25ft;CAB02;2/13/2020
YC CABLE (EAST) INC;467027602-L;467027602;C/A Cat5e Patch Grn 10'Taco Bl;CAB02;6/24/2022
YC CABLE (EAST) INC;467027602-L;467027602;C/A Cat5e Patch Grn 10'Taco Bl;YCC01;5/11/2022
YC CABLE (EAST) INC;467027603-L;467027603;C/A Cat5e Patch Red 10'Taco Bl;CAB02;5/18/2022
YC CABLE (EAST) INC;467027603-L;467027603;C/A Cat5e Patch Red 10'Taco Bl;YCC01;4/4/2022
YC CABLE (EAST) INC;467027604-L;467027604;Cable Assembly CAT5E Patch Yellow 10' Taco Bell;CAB02;1/6/2022
YC CABLE (EAST) INC;467027604-L;467027604;Cable Assembly CAT5E Patch Yellow 10' Taco Bell;YCC01;6/29/2022
C2G (CABLES TO GO);467027607;467027607;C/A Cat5e Patch Grn 15ft Kfc;CAB02;4/15/2022
C2G (CABLES TO GO);467027607;467027607;C/A Cat5e Patch Grn 15ft Kfc;YCC01;11/16/2022
legrand;467027607;467027607;C/A Cat5e Patch Grn 15ft Kfc;CAB02;4/15/2022
legrand;467027607;467027607;C/A Cat5e Patch Grn 15ft Kfc;YCC01;11/16/2022
YC CABLE (EAST) INC;467027607-L;467027607;C/A Cat5e Patch Grn 15ft Kfc;CAB02;4/15/2022
YC CABLE (EAST) INC;467027607-L;467027607;C/A Cat5e Patch Grn 15ft Kfc;YCC01;11/16/2022
ICP;467028001;467028001;"C/A Inverter For Chi-Mei 12.1""";;
ICP;467028201;467028201;C/A Lvds Chi-Mei G121x1-L04;;
CABLES PLUS;467029102;467029102;C/A Tp Pcap Usb;CAB10;12/29/2021
CABLES PLUS;467030002;467030002;C/A Vfd 256 X 64 625mm;CAB02;11/19/2019
CABLES PLUS;467030002;467030002;C/A Vfd 256 X 64 625mm;CAB10;8/20/2021
legrand;467030002;467030002;C/A Vfd 256 X 64 625mm;CAB02;11/19/2019
legrand;467030002;467030002;C/A Vfd 256 X 64 625mm;CAB10;8/20/2021
C2G (CABLES TO GO);467030002;467030002;C/A Vfd 256 X 64 625mm;CAB02;11/19/2019
C2G (CABLES TO GO);467030002;467030002;C/A Vfd 256 X 64 625mm;CAB10;8/20/2021
Cableplus;467030002;467030002;C/A Vfd 256 X 64 625mm;CAB02;11/19/2019
Cableplus;467030002;467030002;C/A Vfd 256 X 64 625mm;CAB10;8/20/2021
CABLES PLUS;467032401;467032401;C/A Sata 22p Combo Assy;CAB10;3/11/2022
CABLES PLUS;467032401;467032401;C/A Sata 22p Combo Assy;PAR100;2/1/2023
CABLES PLUS;467032501;467032501;C/A 12v Panel Mt;CAB10;11/29/2021
CABLES PLUS;467032601;467032601;C/A Mini Dp - Mini Dp Crew;CAB02;6/29/2021
CABLES PLUS;467032601;467032601;C/A Mini Dp - Mini Dp Crew;FUT15;11/12/2021
legrand;467032601;467032601;C/A Mini Dp - Mini Dp Crew;CAB02;6/29/2021
legrand;467032601;467032601;C/A Mini Dp - Mini Dp Crew;FUT15;11/12/2021
FUTRONIC;467032601;467032601;C/A Mini Dp - Mini Dp Crew;CAB02;6/29/2021
FUTRONIC;467032601;467032601;C/A Mini Dp - Mini Dp Crew;FUT15;11/12/2021
legrand;467032801;467032801;C/A Usbm-Usbm Crew;CAB02;7/24/2020
legrand;467032801;467032801;C/A Usbm-Usbm Crew;CAB10;1/25/2022
CABLES PLUS;467032801;467032801;C/A Usbm-Usbm Crew;CAB02;7/24/2020
CABLES PLUS;467032801;467032801;C/A Usbm-Usbm Crew;CAB10;1/25/2022
IEI INTERGRATION CORP;467032910;467032910;"C/A Lvds Sharp 15.6"" Innolux";ICP01;2/16/2023
Kunshan Yihengmao Electronics Co., Ltd;467032910;467032910;"C/A Lvds Sharp 15.6"" Innolux";ICP01;2/16/2023
Shanghai Yingyu Electronic Co. Ltd.;467032910;467032910;"C/A Lvds Sharp 15.6"" Innolux";ICP01;2/16/2023
IEI INTEGRATION CORP;467032910;467032910;"C/A Lvds Sharp 15.6"" Innolux";ICP01;2/16/2023
CABLES PLUS;467033001;467033001;C/A Bl Auo 15/15.6-Innolux15.6;CAB10;11/23/2021
CABLES PLUS;467033102;467033102;"C/A Lvds Sharp/Auo 15""";CAB10;11/23/2021
CABLES PLUS;467033201;467033201;C/A Bl Sharp 15;CAB10;1/10/2022
legrand;467033201;467033201;C/A Bl Sharp 15;CAB10;1/10/2022
CABLES PLUS;467033301;467033301;"C/A Lvdsbl Sharp 7""";CAB10;12/21/2020
CABLES PLUS;467033501;467033501;C/A Usb Camera 2mm-1mm;CAB10;7/13/2022
CABLES PLUS;467033701;467033701;C/A 9 Din - 4 Pin 2x20 Vfd;CAB10;11/30/2021
FUTRONIC;467033701;467033701;C/A 9 Din - 4 Pin 2x20 Vfd;CAB10;11/30/2021
SPARKLE POWER;467033701;467033701;C/A 9 Din - 4 Pin 2x20 Vfd;CAB10;11/30/2021
legrand;467033901;467033901;C/A Auo Bklt Led Video 250mm;;
KUNSHAN/PML;467033901;467033901;C/A Auo Bklt Led Video 250mm;;
KUNSHAN/PML;467033902;467033902;C/A Auo Bklt Led Vigo 500mm;;
legrand;467033902;467033902;C/A Auo Bklt Led Vigo 500mm;;
CABLES PLUS;467034001;467034001;C/A 12v-12v 260mm;CAB10;12/29/2021
CABLES PLUS;467034002;467034002;C/A 12v-12v 605mm;CAB10;9/1/2020
Cableplus;467037001;467037001;LVDS cable AUO;;
IEI INTERGRATION CORP;47002-015900-00-RS;980018613;Foot M7000 Terminal Base;ICP01;8/15/2022
DELL MARKETING LP - PA;470-ABZX;467036201;Hdmi-Vga Adapter Cable;DEL13;6/24/2020
Hewlett-Packard;470R1UP#ABA;980030601;t640/NoOS/128GF/8GR/V US;;
Hewlett-Packard;470R1UP#ABA;988023801;Thin Client for Pizza Hut Only;SYN10;4/29/2022
NTE Electronics;47-20448-BK;406001502;"3/16"" (0.1875in) Heat Shrink Tubing (Black) - 4' Strip";;
NTE Electronics;47-20448-R;406001501;"3/16"" (0.1875in)Heat Shrink Tubing (Red) - 4' Strip";;
Pregis North America;"475843AIRSPD HC-24 SML FLM 32-1/4""X1250'";850034301;Bubble Pack Roll - 1250 ft long x 24 in wide;HIL15;11/21/2022
IBM_CBS;4852-566;980022612;Ibm Terminal,4852-E66-Fc,Fc;RET06;11/28/2022
IBM_CBS;4852-566;980022613;Ibm Terminal,4852-E66-Dt,Dt;RET06;12/19/2022
IBM_CBS;4852-E66;980022612;Ibm Terminal,4852-E66-Fc,Fc;RET06;11/28/2022
IBM_CBS;4852-E66;980022613;Ibm Terminal,4852-E66-Dt,Dt;RET06;12/19/2022
IBM/CBS;4852-E66 (SSP # 203002);980022613;Ibm Terminal,4852-E66-Dt,Dt;RET06;12/19/2022
IBM/CBS;4852-E66 (SSP #203001);980022612;Ibm Terminal,4852-E66-Fc,Fc;RET06;11/28/2022
IBM/CBS;4852-E70-DT;980022652;Ibm/Toshiba 4852-E70-Dt Term;RET06;1/19/2023
IBM/CBS;4852-E70-FC;980022651;Ibm/Toshiba 4852-E70-Fc Term;RET06;2/7/2023
DELL MARKETING LP - PA;492-BBUX **;988017704;Power Adapter;CDW01;10/19/2022
DELL MARKETING LP - PA;492-BBUX **;988017704;Power Adapter;DEL13;12/9/2019
DELL MARKETING LP - PA;492-BBUX **;988017704;Power Adapter;ING03;4/6/2021
XTO CORP;4957F;893004608;Tape Die Cut .75 X .063;XTO01;12/20/2022
Hewlett Packard;4HH75AV;988023402;128GB for HP Engage Flex Pro-C;;
LENOVO;4XF0H09737;542010901;Power Supply Bracket for M4743-01;SYN10;10/13/2022
LENOVO;4XF0N03161;542011001;VESA Mounting Bracket for M4703-01;;
Liteon Technology Corporation;4XH0N04098;542010801;Mounting Bracket for M4743-01;SYN10;12/12/2022
LENOVO;4Z17A86310;542011901;Bracket for McDonald's SERV106;SYN10;1/6/2023
LENOVO;4ZR0K38351;988020501;Thin Client Pc For Pizza Hut;SYN10;4/21/2020
Digital Persona/Crossmatch;50012-001;794002701;Finger Print Reader Optical;DIG25;1/12/2022
HID Global;50012-001-103;794002701;Finger Print Reader Optical;DIG25;1/12/2022
HID Global;50013-001-104;794003601;Biometric Finger Scanner Coated;DIG25;12/28/2021
DIGITAL PERSONA, INC.;50013-NC1-104;794004001;Fingerprint Reader,Non-Coated;DIG25;1/3/2023
HID Global;50013-NC1-104;794004001;Fingerprint Reader,Non-Coated;DIG25;1/3/2023
MCM ELECTRONICS;50-10096;555002001;Wall Plt Dual Usb Dbl Gang Ss;MCM04;7/13/2020
MCM ELECTRONICS;50-10149;555001901;Wall Plt Hdmi Vga Aud 3.5mm Ss;MCM04;7/13/2020
HARDWARE SPEC;501-100800-50;776003505;Nut 10-32 W/Lockwasher;THR10;10/4/2022
SHAKEPROOF;501-100800-50;776003505;Nut 10-32 W/Lockwasher;THR10;10/4/2022
VERIFONE;5017405-101;980026230;Base Stand Kit;;
VERIFONE;5017406-101;980026231;Base Plate Cover Kit;;
VERIFONE;5017408-101;980026232;Top Pole Kit;;
VERIFONE;5017412-101;980026233;Top Pole Led Kit;VER08;8/24/2022
VERIFONE;5017413-101;980026234;Order Here Sign Kit;;
VERIFONE;5017414-101;980026235;Concealer Plate Kit;;
VERIFONE;5017415-101;980026236;Pole Cap Kit;;
VERIFONE;5017416-101;980026237;Universal Mount Kit;;
VERIFONE;5017417-101;980026238;Acrylic Light Kit;;
VERIFONE;5017418-101;980026239;Side Blade Kit W/Order Here;;
VERIFONE;5017426-101;980026241;Call Assist Button Kit;VER08;11/10/2021
VERIFONE;5017431-101;980026247;Cooling Fan Kit;;
VERIFONE;5017435-101;980026243;Door Stop Kit;;
VERIFONE;5017446-101;980026254;Two Stage Latch Mechanism Kit;VER08;3/14/2022
VERIFONE;5017447-101;980026244;Faceplate Skin Kit;;
VERIFONE;5017456-101;980026261;Epson Printer Bracket;;
VERIFONE;5017472-101;980026256;Component Door Skin Kit;VER08;9/20/2022
VERIFONE;5017475-101;980026253;Comp Door Hinge Support Kit;;
VERIFONE;5017487-101;980026255;Ped Mount Kit;VER08;2/24/2023
VERIFONE;5017489-101;980026242;Wrng Harness Dual Sided Kiosk;;
VERIFONE;5017493-101;980026258;Printer Chute V2;VER08;3/29/2022
VERIFONE;5017494-101;980026259;Printer Chute V3;VER08;9/16/2021
VERIFONE;5017832-101;980026246;Main Door Pull Cbl Latch Kit;;
VERIFONE;5017908-101;980026257;Component Door Skin Kit V2;;
VERIFONE;5017909-101;980026260;Latch Pin Component Door;;
VERIFONE;5017910-101;980026245;Latch Pin Main Door;;
VERIFONE;5017912-101;980026240;Side Blade Kit W/O Order Here;;
VERIFONE;5019828-101;980026270;Door Pull Cable Latch Kit;VER08;8/24/2022
legrand;50235;467035501;C/A 1ft Vga Video Ext M/F Cmg;CAB02;4/8/2020
legrand;50240;467010811;Cable-Video 25';;
QSR;502-9027;755033504;OVERLAY K4710-04 B/B TACO BELL;QSR01;6/23/2022
MOTION;504.500.01;988015202;Stylus Motion F5 Mcd;;
JN White;5045940;755041902;Label Pos8 Unlock Screen Tilt;JNW01;1/17/2023
JN White;5047589;755040303;Label,Regulatory T8120;JNW01;3/9/2020
J.N. WHITE DESIGNS;5048623;755043302;LABEL-LI ION CLASS 9  UN3481;;
JN White;5052813;755044601;Label Agilysys Es600 Top Cover;JNW01;11/8/2022
J.N. WHITE DESIGNS;5052813;755044601;Label Agilysys Es600 Top Cover;JNW01;11/8/2022
J.N. WHITE DESIGNS;5055998;755047801;PAR Label for Battery Door;JNW01;7/15/2021
J.N. WHITE DESIGNS;5056775;755042203;LBL LI-ION SHPNG US 4.3 X 4.7 UN3481;JNW01;5/5/2022
J.N. WHITE DESIGNS;5056848;755042202;LBL LI-ION SHPNG US 4.3 X 4.7;JNW01;7/1/2020
J.N. WHITE DESIGNS;5056889;755043303;LABEL-LI ION CLASS 9  UN3480;;
JN White;5060344;755039101;Pwr Sw Label Set For Kfc;JNW01;5/28/2021
JN White;5060552;755047802;PAR Label for Battery Door;JNW01;2/3/2023
J.N. WHITE DESIGNS;5060552;755047802;PAR Label for Battery Door;JNW01;2/3/2023
J.N. WHITE DESIGNS;506432;755044502;Label Agilysis ES600 2x20;JNW01;2/24/2023
J.N. WHITE DESIGNS;5064328;755044602;Label Agilisys ES600 Top Cover;JNW01;1/31/2023
J.N. WHITE DESIGNS;5064329;755039502;Label Agilysys M5100 Top Cover;JNW01;1/24/2023
MOTION;507.201.02;988015203;Battery Motion F5 Mcd;;
ZEBRA;5095BK11045;828000501;"Zebra Ptr Ribbon 4.33""";SCA05;4/29/2022
OMNITRONIX CORP;50UTPOR;980029002;50ft CAT5E Orange;;
OMNITRONICS;50UTPYL;467031002;50' Ylw Cat5e Patch Cord Mcds;OMN03;12/12/2022
OMNITRONIX CORP;50VGAP;C3645;C/A Clr Vga M/F 50' Ddc-2;CAB02;2/28/2022
OMNITRONIX CORP;50VGAP;C3645;C/A Clr Vga M/F 50' Ddc-2;OMN03;2/27/2023
Cir-Q-Tek;51-00015-10;51-00015-10;TK-I/O USB Board Assembly;;
AMPHENOL INTERCONNECT PRODUCTS COMPANY;513180003;C3802;C/A,Prtr Db25/Centronics 10ft;CAB02;9/28/2020
Hewlett Packard;51634Y;A3881;White Copy Paper for Standard Inkjet or Laser - 1 Case;HIL15;9/9/2021
LOGIC CONTROLS;520015;980026609;USB Bump Bar Cable - 9 foot - used with K4740;LOG01;11/7/2022
Okidat;52102001;A3804A;RIBBON,BLK INK M38XX PTRS;;
FLYTECH TECHNOLOGY CO. LTD;52F009V11001;980016705;2x20 Vfd Customer Display;FLY02;3/24/2020
FLYTECH TECHNOLOGY CO. LTD;52F009V11001;980016705;2x20 Vfd Customer Display;PAR100;2/1/2023
FLYTECH TECHNOLOGY CO, LTD.;52F009V11001;980016705;2x20 Vfd Customer Display;FLY02;3/24/2020
FLYTECH TECHNOLOGY CO, LTD.;52F009V11001;980016705;2x20 Vfd Customer Display;PAR100;2/1/2023
QUAIL ELECTRONICS INC;5315.120;466002811;Power Cord - 10 foot - US Plug;CDW01;9/17/2021
QUAIL ELECTRONICS INC;5315.120;466002811;Power Cord - 10 foot - US Plug;PTCB;2/21/2022
QUAIL ELECTRONICS INC;5315.120;466002811;Power Cord - 10 foot - US Plug;SYN10;3/25/2020
Monoprice;5431;467027801;C/A Usb A Male To A Fem 1.5ft;MON35;9/2/2022
Monoprice;5437;7001596191;Cable Assy USB A-B 3FT;;
MONOPRICE.COM;5443;467032001;C/A 6ft Usb A Male To A Male;MON35;7/20/2020
LEVITON;5500-190;551005701;"19"" Rack Mount Power Dist Unit";WES25;10/13/2022
Quabbin;5506;467008901;Cat5e Bulk Cable 1000';;
Leveler, LLC;550-PP3002B-A (MODEL PP300);363016501;OBS - POWER CONDITIONER TACO BELL;DIG30;10/31/2019
Leveler, LLC;550-PP3002B-A (MODEL PP300);363016502;POWER CONDITIONER TACO BELL;DIG30;6/26/2021
Leveler, LLC;550-PP3002B-A (MODEL PP300);K3568;Pwr Conditioner Taco Bell;DIG30;3/17/2023
Visiflex Seels;556010;535000401;Bump Bar Kypd Spill Cvr Pcpos;;
SEASTROM MANUF;5803-16;870001301;CURVED DISC SPRING, SS, ID.208;HAR22;8/19/2022
SEASTROM MANUF;5808-120-20;932002101;Washer-Belleville;;
TES America, LLC;59-0000-0036-0;001856020;"Tch Scrn Cap 15"" Rohs";MIC02;10/26/2020
TES America, LLC;59-0000-0036-0;001856020;"Tch Scrn Cap 15"" Rohs";TES01;6/2/2021
NCR CORPORATION;5977-1000-9090 (5977MC3);980029601;MFC 1.5 Remote 2x20 Display;;
Microsoft;5JV-00162;989007701;Win 8.1 Emb Ind Pro 32bit O/S;ANN01;4/23/2020
Hewlett Packard;5RL80AV;980030604;128 GB M.2 SATA Flash Memory;;
Hewlett Packard;5RM00AV;980030606;Label HP t640 WW Non-CECP;;
Hewlett Packard;5RM02AV;980030607;Misc Package Sgl PK TC;;
Hewlett Packard;5RM13AV;980030608;RAM 8GB (2x4GB) DDR4 SODIMM;;
Hewlett Packard;5RM15AV;980030609;VGA port;;
Hewlett Packard;5RM20AV#ABA;980030610;CKIT HP t640 Thin Client US;;
HONEYWELL;5S-5S2350-3;980017101;Usb Spare Cable M8132;;
LENOVO;5WS7A26862;988024002;Five Year Warranty for Lenovo Rack Mounted POS Server;SYN10;3/16/2023
SAGER POWER SYSTEMS;6042128;78811746565;Battery G5 - Must order max. 3 - batteries to 1 - G5 pod;3MC01;1/6/2020
SAGER POWER SYSTEMS;6042128;78811746565;Battery G5 - Must order max. 3 - batteries to 1 - G5 pod;ANS01;4/5/2022
SAGER POWER SYSTEMS;6042128;78811746565;Battery G5 - Must order max. 3 - batteries to 1 - G5 pod;SAG01;3/5/2020
Avnet;60746641;7006496315;#4-40 Knurled Shoulder Steel Thumb Screw;;
LEVITON;61110-RW6;145036501;Cat6 Rj45 Modular Jack;WES25;5/27/2022
IDEAL;61-164;963011814;Circuit Analyz Comp 120v 60hz;CON07;12/22/2021
IDEAL;61-176;963011803;Isolated Ground Adapter;CON07;12/22/2021
INDUSTRIAL COMMERCIAL;61-176;963011803;Isolated Ground Adapter;CON07;12/22/2021
Industrial Commercial Electronics, Inc.;61-182;963011813;Short Extension Cord (61-16X);CON07;12/22/2021
Jensen Supply and Tool;61-182;963011813;Short Extension Cord (61-16X);CON07;12/22/2021
MONOPRICE.COM;6149 (RTG # 306104);980015682;USB-A to USB-A Female 2.0 Cable;MON35;5/26/2021
IEI INTEGRATION CORP;63040-010096-230-RS;980029504;M3720: 96W Power Supply;ICP01;1/17/2023
SAGER POWER SYSTEMS;6306148;78811748793;Battery G5 w/extended tab;ANS01;3/17/2023
DUPLIUM;63-53812;980013632;25 Pack Pos Access Cards;;
REFLEX PACKAGING INC;6481;850033302;Inserts;;
TechKnow, Inc;65002;TK-65002;Wired Timer, QSR Drive-thru Timer - AWC600 pre-kitted;AVN01;3/7/2023
TechKnow, Inc;65002-J;TK-65002-J;Wired Timer, QSR Drive-thru Timer - AWC600 pre-kitted JIB;AVN01;3/7/2023
TechKnow, Inc;65002-J;TK-65002-J;Wired Timer, QSR Drive-thru Timer - AWC600 pre-kitted JIB;TEC01;11/3/2020
TechKnow, Inc;65002-M;TK-65002-M;Wired Timer, QSR Drive-thru Timer - AWC600 pre-kitted McD;AVN01;11/3/2022
TechKnow, Inc;65003;TK-65003;Leader Board Timer - NUC;AVN01;3/7/2022
BCM Advanced Research;65009;980029756;Phase 2x20 VFD Assembly;;
REFLEX PACKAGING INC;6503;850033303;"2.5"" Hdd Single Pack";REF10;4/11/2022
REFLEX PACKAGING INC;6505;850033301;Carton;;
BCM Adanced Research;65127;K9120;"PAR Phase: 15.6"" Wall Mount";PTCB;11/23/2022
BCM Adanced Research;65128;K9121;"PAR Phase: 10.1"" Wall Mount";;
BCM Adanced Research;66203;K9340;PAR Phase: 3-Track MSR;BCM01;5/2/2022
BCM Adanced Research;66204;K9341;PAR Phase: Biometric Reader Option;BCM01;5/2/2022
OMNITRONIX CORP;689-418CUT/PNTS;980027501;CAMERA HOUSING CURVED YELLOW;OMN03;9/24/2021
BCM Adanced Research;69349;M9110-10;"PAR Phase: 15.6"" i5-1145G7E, 8GB/128GB, No Cust Display";BCM01;12/16/2022
BCM Adanced Research;69353;M9100-10;"PAR Phase: 15.6"" Cel 6305E 8GB/128GB, No Cust Disp";BCM01;3/15/2023
BCM Adanced Research;69354;M9000-10;"PAR Phase: 10.1"" Cel 6305E, 8GB/128GB, No Cust Disp";;
BCM Adanced Research;69357;M9100-11;"PAR Phase: 15.6"" Cel 6305E, 8GB/128GB 2x20 VFD";BCM01;3/15/2023
BCM Adanced Research;69358;M9100-12;"PAR Phase: 15.6"" Cel 6305E, 8GB/128GB, 10.1"" LCD";BCM01;3/15/2023
BCM Adanced Research;69359;M9110-11;"PAR Phase: 15.6"" i5-1145G7E 8GB/128GB, 2x20VFD";BCM01;3/15/2023
BCM Adanced Research;69360;M9110-12;"PAR Phase: 15.6"" i5-1145G7E, 8GB/128GB, 10.1"" LCD";BCM01;9/30/2022
BCM Adanced Research;69361;M9000-11;"PAR Phase: 10.1"" Cel 6305E, 8GB/128GB, 2x20 VFD";;
BCM Advanced Research;69370;M9110-13;"15.6"" i5-1145G7E, 8GB/128GB, 10.1"" Touch LCD";BCM01;1/31/2023
Omnitronix;6BBBBCBL;980028705;Buffer Bump Bar 6 FT;;
Microsoft;6EU-00034;989008501;Windows 10 IoT High End LTSB 2016;;
Microsoft;6EU-00035;989008401;Window 10 IOT Ent LTSB Agilysys;;
Microsoft;6EU-00035;989008502;Win10 Iot Ent Ltsb 2016 Value;ANN01;7/1/2021
Microsoft;6EU-00035;989008901;Microsoft Windows 10 LTSB  Value McDonald’s Only;ANN01;12/20/2022
Microsoft;6EU-00036;989008503;Win10 Iot Ent Ltsb 2016 Entry;ANN01;3/13/2023
Microsoft;6EU-00041;989007802;Win 10 Upgrade Mcd Only;ANN01;1/21/2022
Microsoft;6EU-00125;989008101;Win 10 Iot 2015 Emb Ltsb;ANN01;10/20/2020
Hewlett-Packard;6KD15AA;980015685;HP-T530 Wall Mount Bracket;CDW01;7/26/2021
Hewlett-Packard;6KJ74UP#ABA-CKE;980015680;HP T530 PC;HEW01;9/8/2022
Hewlett-Packard;6KJ74UP#ABA-CKE;980015680;HP T530 PC;SYN10;9/23/2021
FLYTECH TECHNOLOGY CO. LTD;6PN215052720;980025302;"15"" Panel Led";PAR100;2/1/2023
FLYTECH TECHNOLOGY CO. LTD;6PN215052720;980025307;Bezel,Tch,Lcd,Led Cbl,Msr Assy;FLY02;4/13/2022
Hewlett-Packard;6QZ67UP#ABA;988021801;SLIM LINE PC WCO/KMX PIZZA HUT ONLY;SYN10;7/27/2021
OMNITRONIX CORP;6UTPOR;980029003;6ft CAT5E Orange;;
OMNITRONICS;6UTPYL;467031001;6' Ylw Cat5e Patch Cord Mcds;;
Avnet;70-00005-14-REVA;542011601;Bracket Mount AWC600 Power Supply;AVN01;3/7/2023
Avnet;70-00005-15-REVA;542011501;Z Bracket Mounting Board;AVN01;3/7/2023
3M;7000056851;78811741616;Base, Battery Holder;3MC01;1/3/2020
3M;7000056851;78811741616;Base, Battery Holder;AIM01;10/5/2020
3M;7000056852;78811742341;Cover, Battery Holder;AIM01;3/9/2020
3M;7000131622;78811740816;Case, Inner;3MC01;2/4/2020
3M;7000131622;78811740816;Case, Inner;ANS01;10/12/2020
3M;7000131625;78811741335;Outer Case Assembly C1060;3MC01;12/20/2019
3M;7000131627;78811742325;Case, Front, Headset;3MC01;2/4/2020
3M;7000131627;78811742325;Case, Front, Headset;AIM01;11/19/2021
legrand;7000280;C8612;Usb A /A Extension Cable 3m;CAB02;7/8/2020
Select Electronics;700100;980016105;K4705 Ipadsx Power Supply;;
Avnet;7001596184;985017001;ViewSonic 2259-SMH Monitor;AVN01;3/7/2023
Ansen Corporation;7001596207;7001596207;PCBA - TK I/O Rev D6;;
Forma-fab Metals;7001600506;7001600506;AWC 600 Enclosure Cover - Rev A3;;
Forma-fab Metals;7001600543;7001600543;AWC 600 Enclosure - Rev A4;;
Forma-fab Metals;7001600544;7001600544;AWC 600 SBC Cover - Rev A;;
Select Electronics;7002002757-K504-V001;182002811;Intelligent Kitchen Contr Rohs;SEL07;7/17/2020
legrand;7004100;C3831;6' Ieee-1284 Parallel Ptr Cble;OMN03;9/26/2022
